Date,Startup_Name,Sector,City,Funding_Type,Funding_Amount,Education_Background,Age_Group,Professional_Background,Gender_Mix,Initial_Investment,Burn_Rate,Revenue_Model,Customer_Type,City_Tier,Competition_Level,No_of_CoFounders,Status,Survival_Duration_Years
07/03/2016,Medidaili,Consumer Internet,Bangalore,Seed Funding,"1,00,000",Dropout,30-39,Entrepreneur,Mixed,3.33,Low,Mixed,Mixed,Tier 1,Low,2,Failed,13
08/03/2016,Finomena,Technology,New Delhi,Private Equity,,IIT,40-49,Engineer,Female-Dominated,1.18,Medium,Mixed,Mixed,Tier 3,Medium,1,Acquired,10
08/03/2016,Cookaroo,Consumer Internet,Bangalore,Seed Funding,,IIT,40-49,Engineer,Mixed,0.99,Medium,B2B,B2B,Tier 1,Medium,1,Acquired,4
08/03/2016,vPhrase Analytics,Technology,Mumbai,Seed Funding,,IIM,30-39,Engineer,Male-Dominated,3.07,Medium,B2B,B2B,Tier 1,High,1,Unicorn,12
08/03/2016,LoveCycles,Consumer Internet,Bangalore,Seed Funding,"7,50,000",IIM,40-49,Corporate,Mixed,3.49,Medium,B2B,B2B,Tier 1,Medium,1,Acquired,4
08/03/2016,Kartrocket,ECommerce,New Delhi,Private Equity,"80,00,000",Harvard,30-39,Engineer,Male-Dominated,1.07,Medium,B2B,B2B,Tier 3,Medium,3,Acquired,15
08/03/2016,dunzo,Consumer Internet,Bangalore,Seed Funding,"6,50,000",Dropout,30-39,Corporate,Mixed,2.62,Low,Mixed,Mixed,Tier 1,Medium,2,Active,8
09/03/2016,Indiamart,ECommerce,Noida,Private Equity,,Arts,30-39,Corporate,Male-Dominated,2.19,Medium,B2B,B2B,Tier 3,Low,2,Active,3
09/03/2016,SmartVizX,Technology,Noida,Seed Funding,"5,00,000",Dropout,20-29,Corporate,Male-Dominated,1.29,Medium,B2B,B2B,Tier 3,Low,2,Acquired,3
09/03/2016,MyGubbi,Real Estate,Bangalore,Seed Funding,"25,00,000",Dropout,30-39,Consultant,Male-Dominated,4.33,High,B2B,B2B,Tier 1,High,2,Active,12
09/03/2016,Nukkad Shops,Consumer Internet,Hyderabad,Seed Funding,"10,00,000",MBA,30-39,Engineer,Male-Dominated,4.72,Medium,B2B,B2B,Tier 2,High,1,Unicorn,8
09/03/2016,Cloudacar,Consumer Internet,Pune,Seed Funding,,IIT,20-29,Engineer,Female-Dominated,3.26,Low,B2C,B2C,Tier 2,Low,1,Acquired,4
09/03/2016,Justride,Consumer Internet,Mumbai,Seed Funding,"4,00,000",MBA,30-39,Engineer,Male-Dominated,3.66,High,B2C,B2C,Tier 1,Low,1,Acquired,13
09/03/2016,Yana,Consumer Internet,Gurgaon,Seed Funding,,MBA,30-39,Corporate,Male-Dominated,0.22,Low,B2C,B2C,Tier 3,Low,2,Unicorn,1
10/03/2016,Big Fish Ventures,Food & Beverage,New Delhi,Private Equity,"1,11,00,000",Harvard,20-29,Consultant,Mixed,2.09,Medium,B2B,B2B,Tier 3,High,3,Active,9
10/03/2016,Stylflip,ECommerce,Mumbai,Seed Funding,,IIM,20-29,Consultant,Male-Dominated,2.4,Medium,Mixed,Mixed,Tier 1,High,2,Failed,9
10/03/2016,Icertis,Technology,Pune/Seattle,Private Equity,"1,50,00,000",MBA,20-29,Engineer,Female-Dominated,2.68,Low,B2B,B2B,Tier 3,Medium,3,Unicorn,15
10/03/2016,Supplified,ECommerce,New Delhi,Seed Funding,"10,00,000",MBA,20-29,Engineer,Female-Dominated,2.02,High,B2B,B2B,Tier 3,High,2,Failed,6
11/03/2016,JollyFoodFellow,Technology,Ahmedabad,Seed Funding,,MBA,20-29,Entrepreneur,Male-Dominated,0.09,Low,Mixed,Mixed,Tier 3,Medium,1,Failed,9
14/03/2016,PinkBlue,ECommerce,Bangalore,Seed Funding,"2,23,608",Dropout,30-39,Engineer,Male-Dominated,4.87,Medium,Mixed,Mixed,Tier 1,Low,2,Unicorn,9
14/03/2016,TruckingCube,Logistics,New Delhi,Private Equity,"1,49,00,000",IIM,30-39,Engineer,Male-Dominated,3.35,Medium,Mixed,Mixed,Tier 3,High,5,Unicorn,3
14/03/2016,eSwasthya,Consumer Internet,Ahmedabad,Seed Funding,,IIM,40-49,Consultant,Male-Dominated,1.77,High,B2B,B2B,Tier 3,Medium,1,Active,13
15/03/2016,FlipClass,Consumer Internet,Bangalore,Private Equity,"10,00,000",IIM,40-49,Entrepreneur,Male-Dominated,3.18,Medium,B2B,B2B,Tier 1,Low,1,Unicorn,13
15/03/2016,Proximit,Technology,Pune,Seed Funding,"1,50,000",MBA,40-49,Corporate,Male-Dominated,2.33,Medium,B2B,B2B,Tier 2,High,2,Acquired,10
15/03/2016,WithMe,Consumer Internet,Gurgaon,Seed Funding,"2,50,000",IIT,30-39,Entrepreneur,Mixed,1.77,Medium,Mixed,Mixed,Tier 3,High,1,Failed,9
16/03/2016,Gapoon,Consumer Internet,Bangalore,Seed Funding,"1,80,000",Dropout,20-29,Corporate,Male-Dominated,1.9,Medium,B2C,B2C,Tier 1,Medium,2,Failed,5
16/03/2016,Avagmah,Consumer Internet,Bangalore,Seed Funding,,IIT,40-49,Corporate,Male-Dominated,0.45,Low,B2C,B2C,Tier 1,Low,1,Active,13
16/03/2016,WorkIndia,Consumer Internet,Mumbai,Seed Funding,,IIM,20-29,Engineer,Mixed,1.21,Low,B2C,B2C,Tier 1,Low,2,Acquired,14
16/03/2016,Wealthy,Consumer Internet,Bangalore,Seed Funding,"2,50,000",Commerce,20-29,Teacher,Male-Dominated,0.45,Medium,Mixed,Mixed,Tier 1,Low,2,Unicorn,1
17/03/2016,Pramati,Healthcare,Noida,Seed Funding,"2,00,000",Arts,20-29,Entrepreneur,Mixed,1.4,Medium,Mixed,Mixed,Tier 3,Low,2,Failed,8
17/03/2016,Qlivery,Consumer Internet,Gurgaon,Seed Funding,"2,30,000",IIT,30-39,Engineer,Mixed,2.13,Low,B2B,B2B,Tier 3,High,1,Unicorn,10
17/03/2016,HealthEnablr,Consumer Internet,Mumbai,Seed Funding,"8,00,000",MBA,40-49,Engineer,Male-Dominated,4.02,High,B2C,B2C,Tier 1,Medium,2,Acquired,5
17/03/2016,Liftiee,Consumer Internet,Mumbai,Seed Funding,"1,08,000",IIT,20-29,Engineer,Mixed,4.02,High,B2B,B2B,Tier 1,Low,1,Acquired,13
18/03/2016,Hello Curry,Food & Beverage,Hyderabad,Private Equity,"15,00,000",Commerce,50-59,Corporate,Mixed,4.95,Medium,Mixed,Mixed,Tier 2,Medium,3,Acquired,10
19/03/2016,goSporto,Consumer Internet,New Delhi,Seed Funding,"30,000",Harvard,40-49,Consultant,Mixed,2.98,Low,Mixed,Mixed,Tier 3,High,2,Unicorn,6
21/03/2016,OneClickWash,Consumer Internet,Gurgaon,Seed Funding,,IIT,30-39,Engineer,Male-Dominated,4.94,Low,B2B,B2B,Tier 3,High,2,Active,8
21/03/2016,Girnar Software,Consumer Internet,Jaipur,Private Equity,,IIT,20-29,Consultant,Male-Dominated,1.7,Medium,B2C,B2C,Tier 3,High,1,Failed,13
21/03/2016,Room On Call,Consumer Internet,Gurgaon,Private Equity,"20,00,000",IIM,30-39,Corporate,Male-Dominated,1.82,High,B2C,B2C,Tier 3,High,4,Active,6
22/03/2016,Byju\\xe2\\x80\\x99s,Consumer Internet,Bangalore,Private Equity,"7,50,00,000",Arts,20-29,Corporate,Mixed,1.69,Low,Mixed,Mixed,Tier 1,Medium,4,Unicorn,14
22/03/2016,BigBasket,eCommerce,Bangalore,Private Equity,"15,00,00,000",MBA,20-29,Engineer,Male-Dominated,1.08,High,B2B,B2B,Tier 1,Medium,5,Acquired,8
22/03/2016,DrivoJoy,Consumer Internet,Bangalore,Seed Funding,"6,00,000",IIM,20-29,Corporate,Male-Dominated,0.23,Low,B2C,B2C,Tier 1,Low,1,Active,13
22/03/2016,Smartron,Technology,Bangalore,Private Equity,,Stanford,50-59,Entrepreneur,Mixed,0.75,High,B2B,B2B,Tier 1,Low,2,Active,14
22/03/2016,LifCare,Consumer Internet,Jaipur,Seed Funding,,Dropout,50-59,Engineer,Mixed,2.18,Medium,B2B,B2B,Tier 3,Low,2,Failed,11
22/03/2016,CreditSeva,Consumer Internet,Hyderabad,Seed Funding,"3,60,000",MBA,40-49,Engineer,Male-Dominated,2.15,Medium,B2C,B2C,Tier 2,Low,2,Active,7
22/03/2016,CityShor,Consumer Internet,Ahmedabad,Seed Funding,,MBA,20-29,Entrepreneur,Male-Dominated,3.3,High,B2C,B2C,Tier 3,High,1,Unicorn,2
23/03/2016,Endless Robotics,Technology,Hyderabad,Seed Funding,"1,00,000",IIM,30-39,Consultant,Male-Dominated,1.93,Low,B2C,B2C,Tier 2,High,1,Failed,11
23/03/2016,SP Robotics,Technology,Chennai,Seed Funding,"3,00,000",IIM,20-29,Engineer,Male-Dominated,3.11,High,B2B,B2B,Tier 2,High,2,Acquired,11
23/03/2016,StalkBuyLove,eCommerce,New Delhi,Seed Funding,,IIM,40-49,Engineer,Male-Dominated,2.21,Medium,B2B,B2B,Tier 3,High,2,Active,5
23/03/2016,eKincare,Consumer Internet,Hyderabad,Private Equity,"3,30,000",IIM,30-39,Corporate,Male-Dominated,2.96,Low,Mixed,Mixed,Tier 2,Medium,2,Unicorn,12
23/03/2016,HashLearn,Consumer Internet,,Seed Funding,,MBA,40-49,Engineer,Male-Dominated,0.99,Low,Mixed,Mixed,Tier 3,Medium,2,Unicorn,11
23/03/2016,Wheelstreet,Consumer Internet,Bangalore,Private Equity,"5,00,000",IIM,20-29,Engineer,Male-Dominated,1.88,Medium,B2C,B2C,Tier 1,Low,1,Active,9
24/03/2016,Horntell,Consumer Internet,Gurgaon,Seed Funding,"1,50,000",Commerce,30-39,Corporate,Mixed,3.09,High,B2B,B2B,Tier 3,Low,1,Unicorn,7
28/03/2016,Schoolkart,eCommerce,Noida,Seed Funding,"3,00,000",IIT,50-59,Consultant,Mixed,1.94,High,B2C,B2C,Tier 3,Low,1,Failed,14
29/03/2016,HealthEminds,Consumer Internet,Bangalore,Seed Funding,,MBA,40-49,Consultant,Male-Dominated,0.13,Medium,Mixed,Mixed,Tier 1,Low,2,Failed,2
29/03/2016,Babygogo,Consumer Internet,New Delhi,Seed Funding,"3,00,000",MBA,30-39,Engineer,Male-Dominated,1.06,Low,B2B,B2B,Tier 3,Medium,1,Acquired,11
29/03/2016,Veritas Finance,Finance,Chennai,Private Equity,"47,00,000",IIT,40-49,Corporate,Female-Dominated,0.19,Low,B2B,B2B,Tier 2,Low,4,Failed,11
29/03/2016,QikShip,Consumer Internet,New Delhi,Seed Funding,"2,00,000",Stanford,30-39,Engineer,Mixed,0.57,Medium,Mixed,Mixed,Tier 3,Low,1,Failed,4
29/03/2016,FixNix,Consumer Internet,Chennai,Seed Funding,"5,00,000",Commerce,30-39,Consultant,Mixed,2.8,Medium,B2B,B2B,Tier 2,Low,1,Failed,1
30/03/2016,True Balance,Technology,Gurgaon,Private Equity,,MBA,20-29,Corporate,Mixed,3.05,Medium,B2B,B2B,Tier 3,Low,2,Active,15
30/03/2016,Touchkin,Healthcare,Bangalore,Seed Funding,"4,00,000",MBA,40-49,Engineer,Male-Dominated,4.66,High,B2B,B2B,Tier 1,High,1,Active,1
31/03/2016,SwitchMe,Consumer Internet,Mumbai,Seed Funding,,MBA,40-49,Consultant,Male-Dominated,1.09,High,B2C,B2C,Tier 1,Medium,1,Failed,5
31/03/2016,Transcell,Healthcare,Hyderabad,Seed Funding,,Stanford,20-29,Engineer,Mixed,4.69,High,B2B,B2B,Tier 2,Medium,2,Active,13
01/02/2016,Blue Tokai Coffee,ECommerce,New Delhi,Seed Funding,,IIM,20-29,Entrepreneur,Mixed,3.5,High,B2B,B2B,Tier 3,Medium,2,Failed,4
02/02/2016,Altizone,Technology,Pune,Private Equity,"40,00,000",IIM,30-39,Entrepreneur,Male-Dominated,1.54,Medium,B2B,B2B,Tier 2,High,4,Acquired,8
02/02/2016,Oust App,Consumer Internet,Bangalore,Seed Funding,,MBA,20-29,Engineer,Mixed,2.62,Low,B2C,B2C,Tier 1,Medium,2,Acquired,8
02/02/2016,Strike,Consumer Internet,Bangalore,Seed Funding,"22,500",IIM,40-49,Consultant,Male-Dominated,0.67,High,Mixed,Mixed,Tier 1,Low,1,Failed,5
02/02/2016,MaaxMarket,Consumer Internet,,Seed Funding,"22,500",IIM,40-49,Entrepreneur,Female-Dominated,0.73,High,B2B,B2B,Tier 3,Low,1,Failed,4
02/02/2016,Gamooz,Technology,Gurgaon,Seed Funding,"22,500",Arts,40-49,Engineer,Female-Dominated,2.36,Low,B2C,B2C,Tier 3,Medium,2,Active,15
02/02/2016,SoundSurround,Technology,Mumbai,Seed Funding,"22,500",Arts,40-49,Engineer,Mixed,2.25,Medium,B2C,B2C,Tier 1,High,1,Active,15
03/02/2016,Mazkara,Consumer Internet,Pune / Dubai,Seed Funding,"10,00,000",Arts,40-49,Consultant,Male-Dominated,3.27,Low,B2B,B2B,Tier 3,Low,2,Unicorn,1
03/02/2016,RoadGods,ECommerce,New Delhi,Seed Funding,"1,00,000",IIM,30-39,Engineer,Mixed,0.19,Medium,B2C,B2C,Tier 3,High,2,Unicorn,8
03/02/2016,Pindropmusic,Consumer Internet,Noida,Seed Funding,"1,00,000",IIT,30-39,Entrepreneur,Male-Dominated,0.42,Medium,B2C,B2C,Tier 3,High,1,Active,12
03/02/2016,Woodpie,Consumer Internet,Bangalore,Seed Funding,"30,000",MBA,40-49,Consultant,Male-Dominated,2.84,Medium,Mixed,Mixed,Tier 1,Medium,1,Failed,7
04/02/2016,Perfumery,ECommerce,New Delhi,Seed Funding,"30,000",Stanford,20-29,Engineer,Mixed,3.04,Low,Mixed,Mixed,Tier 3,Medium,2,Active,5
05/02/2016,Magic Crate,Education,Bangalore,Seed Funding,,IIM,30-39,Engineer,Male-Dominated,0.45,High,Mixed,Mixed,Tier 1,Medium,2,Unicorn,11
05/02/2016,ZenDrive,Technology,Bangalore / SFO,Private Equity,"1,35,00,000",IIT,30-39,Engineer,Female-Dominated,0.13,Medium,B2B,B2B,Tier 3,Low,5,Acquired,10
05/02/2016,Smartcooky,ECommerce,New Delhi,Private Equity,,IIM,20-29,Engineer,Mixed,1.08,Medium,Mixed,Mixed,Tier 3,Low,2,Failed,9
05/02/2016,Turtlemint,Consumer Internet,Mumbai,Private Equity,,IIM,40-49,Corporate,Mixed,1.51,Medium,B2B,B2B,Tier 1,Medium,1,Acquired,8
05/02/2016,BHIVE,Real Estate,Bangalore,Seed Funding,,IIM,30-39,Corporate,Male-Dominated,3.34,Medium,B2C,B2C,Tier 1,High,1,Unicorn,12
05/02/2016,Gingercrush,Ecommerce,Vadodara,Private Equity,"10,00,000",MBA,20-29,Engineer,Male-Dominated,4.33,Medium,Mixed,Mixed,Tier 3,Medium,2,Active,11
05/02/2016,American Vision,Consumer Internet,Pune,Seed Funding,"81,000",Harvard,20-29,Corporate,Male-Dominated,0.59,Medium,Mixed,Mixed,Tier 2,High,2,Unicorn,1
05/02/2016,DawaiLelo,Consumer Internet,Varanasi,Seed Funding,"52,000",IIM,20-29,Engineer,Male-Dominated,4.49,Low,B2B,B2B,Tier 3,Medium,1,Failed,6
06/02/2016,Heads Up For Tails,Ecommerce,New Delhi,Seed Funding,"10,00,000",MBA,50-59,Engineer,Male-Dominated,2.35,High,B2C,B2C,Tier 3,Medium,2,Failed,5
06/02/2016,LiveNutriFit,Healthcare,New Delhi,Seed Funding,,IIT,30-39,Consultant,Female-Dominated,0.74,Medium,Mixed,Mixed,Tier 3,Medium,1,Active,9
08/02/2016,Moglix,Ecommerce,New Delhi,Private Equity,,IIM,20-29,Teacher,Male-Dominated,2.39,Medium,B2C,B2C,Tier 3,Low,1,Acquired,8
08/02/2016,iStyleYou,Consumer Internet,Gurgaon,Seed Funding,"1,00,000",Commerce,20-29,Engineer,Male-Dominated,3.5,High,B2C,B2C,Tier 3,High,1,Failed,1
08/02/2016,AdUrCup,Consumer Internet,New Delhi,Seed Funding,"1,00,000",Dropout,40-49,Engineer,Mixed,4.41,High,Mixed,Mixed,Tier 3,High,2,Active,11
08/02/2016,Weddingz,Consumer Internet,Mumbai,Private Equity,,Arts,30-39,Engineer,Mixed,2.8,Medium,B2B,B2B,Tier 1,Low,2,Unicorn,11
08/02/2016,Urban Dhobi,Consumer Internet,Jaipur,Seed Funding,,IIM,30-39,Corporate,Male-Dominated,4.75,Medium,B2C,B2C,Tier 3,High,1,Active,10
08/02/2016,Gray Routes,Consumer Internet,Mumbai,Seed Funding,,IIT,40-49,Engineer,Male-Dominated,2.1,Low,B2B,B2B,Tier 1,Low,1,Unicorn,3
08/02/2016,Xpressbees,ECommerce,Pune,Private Equity,"1,25,00,000",MBA,30-39,Consultant,Mixed,2.36,Medium,B2C,B2C,Tier 2,High,3,Active,6
08/02/2016,Invictus Oncology,Healthcare,New Delhi,Private Equity,,Arts,20-29,Teacher,Male-Dominated,1.88,Medium,B2B,B2B,Tier 3,High,1,Acquired,1
08/02/2016,Hansel.io,Technology,Bangalore,Seed Funding,,IIT,20-29,Engineer,Male-Dominated,3.03,High,B2B,B2B,Tier 1,High,1,Unicorn,13
09/02/2016,Inc42,Consumer Internet,New Delhi,Seed Funding,,Arts,20-29,Consultant,Male-Dominated,4.32,High,B2C,B2C,Tier 3,Low,1,Failed,2
09/02/2016,GOQii,Technology,Mumbai,Private Equity,,Arts,20-29,Corporate,Mixed,2.5,High,Mixed,Mixed,Tier 1,Medium,1,Active,15
10/02/2016,Capzest,Consumer Internet,Mumbai,Seed Funding,"2,00,000",Arts,30-39,Entrepreneur,Male-Dominated,0.05,Low,B2C,B2C,Tier 1,Medium,2,Unicorn,14
10/02/2016,GlamStudios,Consumer Internet,Noida,Seed Funding,,Dropout,30-39,Corporate,Mixed,3.21,Medium,B2C,B2C,Tier 3,High,1,Active,2
10/02/2016,Affimity,Consumer Internet,Bangalore,Seed Funding,"12,00,000",MBA,20-29,Entrepreneur,Male-Dominated,3.93,Low,Mixed,Mixed,Tier 1,Low,4,Acquired,13
10/02/2016,Anandakanda,Technology,Pune,Seed Funding,"1,50,000",MBA,20-29,Engineer,Mixed,1.2,Medium,B2B,B2B,Tier 2,Medium,1,Unicorn,2
10/02/2016,JoulestoWatts,Technology,Bangalore,Seed Funding,,MBA,40-49,Engineer,Male-Dominated,3.8,High,B2B,B2B,Tier 1,Low,1,Failed,15
10/02/2016,Shopkirana,Consumer Internet,Indore,Seed Funding,,IIT,30-39,Engineer,Male-Dominated,0.95,Low,Mixed,Mixed,Tier 3,Low,2,Unicorn,14
10/02/2016,Stylofie,Consumer Internet,Gurgaon,Seed Funding,,IIT,30-39,Engineer,Male-Dominated,1.84,Medium,B2C,B2C,Tier 3,High,1,Failed,5
10/02/2016,OyBob,eCommerce,Gurgaon,Seed Funding,,Harvard,20-29,Teacher,Male-Dominated,0.05,Medium,Mixed,Mixed,Tier 3,Medium,2,Unicorn,14
12/02/2016,ActOnMagic,Technology,Bangalore,Seed Funding,"1,25,000",MBA,20-29,Teacher,Male-Dominated,4.21,High,Mixed,Mixed,Tier 1,Medium,2,Unicorn,15
12/02/2016,Bonhomia,Food & Beverage,New Delhi,Seed Funding,"10,00,000",IIM,30-39,Corporate,Male-Dominated,1.29,Medium,B2C,B2C,Tier 3,Medium,1,Active,12
12/02/2016,iGrenEnergi,Technology,Mumbai,Seed Funding,"10,00,000",Arts,50-59,Consultant,Mixed,0.14,Medium,B2B,B2B,Tier 1,Medium,2,Failed,11
12/02/2016,RKSV,Consumer Internet,Mumbai,Private Equity,"40,00,000",IIM,30-39,Engineer,Male-Dominated,1.35,High,B2C,B2C,Tier 1,High,4,Acquired,6
15/02/2016,Aasaanjobs,Consumer Internet,Mumbai,Private Equity,"50,00,000",Harvard,50-59,Teacher,Male-Dominated,2.4,Medium,Mixed,Mixed,Tier 1,Medium,2,Active,2
15/02/2016,Snapdeal,eCommerce,New Delhi,Private Equity,"20,00,00,000",Arts,20-29,Engineer,Mixed,3.91,Medium,B2C,B2C,Tier 3,Low,3,Acquired,11
15/02/2016,Jugnoo,Consumer Internet,Chandigarh,Private Equity,,Dropout,30-39,Engineer,Mixed,3.49,Low,B2B,B2B,Tier 3,Low,1,Active,4
15/02/2016,Snapbizz,Technology,Bangalore,Private Equity,,Arts,40-49,Engineer,Male-Dominated,1.65,Medium,B2C,B2C,Tier 1,High,2,Acquired,2
15/02/2016,GoYaNo,Consumer Internet,Gurgaon,Seed Funding,"50,000",IIT,30-39,Consultant,Male-Dominated,3.67,High,B2B,B2B,Tier 3,High,2,Unicorn,4
15/02/2016,RentSher,Consumer Internet,Bangalore,Seed Funding,"3,00,000",Arts,40-49,Entrepreneur,Male-Dominated,0.43,Medium,B2B,B2B,Tier 1,High,1,Failed,12
15/02/2016,Buddy,Finance,Bangalore,Seed Funding,"5,00,000",Commerce,20-29,Corporate,Male-Dominated,1.38,Low,B2B,B2B,Tier 1,Low,2,Acquired,8
15/02/2016,Legistify,Consumer Internet,New Delhi,Seed Funding,,MBA,20-29,Corporate,Male-Dominated,0.07,Low,B2B,B2B,Tier 3,High,2,Active,7
16/02/2016,TableHero,Consumer Internet,Bangalore,Seed Funding,"10,00,000",IIT,20-29,Entrepreneur,Mixed,3.82,High,B2C,B2C,Tier 1,High,2,Active,1
16/02/2016,BetterPlace,Technology,Bangalore,Seed Funding,"9,70,000",IIT,50-59,Engineer,Mixed,0.79,Low,B2C,B2C,Tier 1,Low,2,Unicorn,5
16/02/2016,Salebhai,eCommerce,Ahmedabad,Seed Funding,,MBA,40-49,Engineer,Male-Dominated,0.75,Low,Mixed,Mixed,Tier 3,Low,1,Active,12
16/02/2016,icustommadeit,eCommerce,Pune,Private Equity,"40,00,000",IIM,30-39,Engineer,Mixed,1.2,Low,Mixed,Mixed,Tier 2,Low,4,Unicorn,15
16/02/2016,Tring,Consumer Internet,Pune,Seed Funding,,IIT,50-59,Engineer,Male-Dominated,4.89,High,B2C,B2C,Tier 2,Medium,2,Acquired,2
16/02/2016,Medinfi,Consumer Internet,Bangalore,Seed Funding,,MBA,20-29,Corporate,Mixed,2.65,Medium,Mixed,Mixed,Tier 1,Medium,1,Acquired,2
17/02/2016,Timemytask,Consumer Internet,Mumbai,Seed Funding,,MBA,30-39,Engineer,Mixed,1.55,Medium,Mixed,Mixed,Tier 1,High,1,Acquired,6
17/02/2016,GameZop,Technology,New Delhi,Seed Funding,"3,50,000",Dropout,30-39,Engineer,Male-Dominated,2.79,High,B2B,B2B,Tier 3,Medium,2,Acquired,6
17/02/2016,Notary Mama,Consumer Internet,Bangalore,Seed Funding,,MBA,30-39,Entrepreneur,Male-Dominated,4.3,Low,B2B,B2B,Tier 1,High,2,Failed,4
17/02/2016,The Viral Fever,Consumer Internet,Mumbai,Private Equity,"1,00,00,000",MBA,30-39,Corporate,Mixed,4.42,Low,Mixed,Mixed,Tier 1,High,5,Active,15
17/02/2016,Avanti Learning,Education,New Delhi,Private Equity,"50,00,000",MBA,20-29,Consultant,Male-Dominated,4.46,High,B2B,B2B,Tier 3,Medium,2,Unicorn,7
17/02/2016,Bollant Industries,Technology,Hyderabad,Private Equity,,IIT,20-29,Corporate,Mixed,2.74,Medium,B2B,B2B,Tier 2,High,2,Unicorn,4
18/02/2016,GetVee,Consumer Internet,New Delhi,Private Equity,,MBA,20-29,Entrepreneur,Male-Dominated,1.25,High,B2B,B2B,Tier 3,Medium,2,Active,15
18/02/2016,HealthKumbh,Consumer Internet,Ahmedabad,Seed Funding,"73,000",IIM,30-39,Entrepreneur,Male-Dominated,0.89,Low,B2B,B2B,Tier 3,Low,1,Active,12
18/02/2016,Unlaze,Consumer Internet,Gurgaon,Seed Funding,,MBA,30-39,Engineer,Male-Dominated,1.83,Medium,Mixed,Mixed,Tier 3,Low,2,Failed,14
18/02/2016,Tracxn,Technology,Bangalore,Private Equity,,IIM,40-49,Corporate,Male-Dominated,4.88,High,Mixed,Mixed,Tier 1,Low,2,Failed,2
18/02/2016,Careongo,ECommerce,New Delhi,Seed Funding,"3,00,000",MBA,20-29,Engineer,Female-Dominated,4.13,High,Mixed,Mixed,Tier 3,Low,2,Active,4
18/02/2016,Ark Robot,Technology,Bangalore,Seed Funding,"3,50,000",IIM,40-49,Engineer,Female-Dominated,2.56,Medium,B2B,B2B,Tier 1,Medium,2,Failed,12
19/02/2016,Jaypore,ECommerce,New Delhi,Private Equity,"50,00,000",Arts,30-39,Consultant,Mixed,1.46,Medium,B2B,B2B,Tier 3,Medium,3,Failed,12
19/02/2016,Finance Buddha,Consumer Internet,Bangalore,Seed Funding,,MBA,40-49,Engineer,Mixed,1.86,Low,Mixed,Mixed,Tier 1,Medium,2,Failed,13
19/02/2016,AlmaConnect,Consumer Internet,New Delhi,Seed Funding,,Commerce,40-49,Engineer,Male-Dominated,3.52,Low,B2B,B2B,Tier 3,Low,2,Unicorn,5
19/02/2016,Advantage Club,Consumer Internet,Gurgaon,Seed Funding,"4,00,000",IIM,40-49,Engineer,Mixed,3.9,High,Mixed,Mixed,Tier 3,Low,1,Failed,4
19/02/2016,LocalRamu,Consumer Internet,Bangalore,Seed Funding,,IIM,40-49,Corporate,Male-Dominated,2.87,Medium,Mixed,Mixed,Tier 1,Low,2,Acquired,10
22/02/2016,Baby Berry,Consumer Internet,Bangalore,Seed Funding,"10,00,000",IIM,20-29,Entrepreneur,Male-Dominated,0.52,Medium,B2B,B2B,Tier 1,Medium,2,Active,1
22/02/2016,Magicpin,Consumer Internet,New Delhi,Private Equity,"30,00,000",Commerce,50-59,Engineer,Mixed,1.55,Medium,B2B,B2B,Tier 3,Low,4,Failed,9
22/02/2016,First Eat,Consumer Internet,New Delhi,Seed Funding,"1,00,000",IIM,20-29,Teacher,Male-Dominated,4.36,Medium,B2C,B2C,Tier 3,Medium,1,Unicorn,5
22/02/2016,SigTuple,Technology,Bangalore,Seed Funding,,IIM,20-29,Engineer,Male-Dominated,2.37,Medium,B2B,B2B,Tier 1,High,1,Acquired,13
22/02/2016,Taskbob,Consumer Internet,Mumbai,Private Equity,"45,00,000",MBA,30-39,Corporate,Male-Dominated,1.19,Medium,B2B,B2B,Tier 1,Low,3,Failed,10
22/02/2016,Styledotme,Consumer Internet,New Delhi,Seed Funding,"37,000",Arts,20-29,Engineer,Male-Dominated,1.43,Medium,Mixed,Mixed,Tier 3,Low,1,Unicorn,2
22/02/2016,NewsLaundry,Consumer Internet,New Delhi,Private Equity,,IIT,20-29,Consultant,Male-Dominated,0.8,Low,B2B,B2B,Tier 3,Low,2,Unicorn,8
23/02/2016,CupoNation,Consumer Internet,Gurgaon,Private Equity,"1,10,00,000",IIT,20-29,Consultant,Mixed,2.37,Medium,B2C,B2C,Tier 3,Medium,3,Acquired,6
23/02/2016,Aarav UAV,Technology,Kanpur,Seed Funding,,IIT,20-29,Corporate,Male-Dominated,0.78,Low,B2B,B2B,Tier 3,High,2,Unicorn,11
24/02/2016,Sayfix,Consumer Internet,Bangalore,Seed Funding,"1,60,000",Commerce,20-29,Consultant,Female-Dominated,2.84,Medium,B2C,B2C,Tier 1,Low,1,Unicorn,12
24/02/2016,LoanZen,Consumer Internet,Bangalore,Seed Funding,,Dropout,30-39,Engineer,Male-Dominated,4.38,Low,B2B,B2B,Tier 1,Low,1,Failed,2
24/02/2016,NoBroker,Consumer Internet,Bangalore,Private Equity,"1,00,00,000",IIM,30-39,Engineer,Mixed,2.07,Low,B2B,B2B,Tier 1,High,4,Failed,15
24/02/2016,AppilyEver,Consumer Internet,Hyderabad,Seed Funding,"4,00,000",IIT,20-29,Consultant,Mixed,3.07,Low,B2B,B2B,Tier 2,High,2,Failed,14
